WKT,confidence,detection_,TIF IMAGE
"POLYGON ((187655.5 478981.0,187725.5 478981.0,187725.5 478920.5,187655.5 478920.5,187655.5 478981.0))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((187701.5 478980.0,187781 478980,187781 478907,187701.5 478907.0,187701.5 478980.0))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((187709.5 479028.5,187781.5 479028.5,187781.5 478960.0,187709.5 478960.0,187709.5 479028.5))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((187647.0 478947.5,187717.5 478947.5,187717.5 478887.5,187647.0 478887.5,187647.0 478947.5))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((187755 478955,187792.5 478955.0,187792.5 478906.5,187755.0 478906.5,187755 478955))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((187760.5 479021.0,187792.5 479021.0,187792.5 478964.5,187760.5 478964.5,187760.5 479021.0))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((187616.5 478919.5,187691.0 478919.5,187691 478838,187616.5 478838.0,187616.5 478919.5))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((187696.5 478926.0,187762 478926,187762 478873,187696.5 478873.0,187696.5 478926.0))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((187681.0 485444.5,187736.5 485444.5,187736.5 485390.0,187681 485390,187681.0 485444.5))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187655.5 485453.5,187705.5 485453.5,187705.5 485408.0,187655.5 485408.0,187655.5 485453.5))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187695.0 485478.5,187760.0 485478.5,187760.0 485413.5,187695.0 485413.5,187695.0 485478.5))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187660.0 485492.5,187717.5 485492.5,187717.5 485439.5,187660.0 485439.5,187660.0 485492.5))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187711 485512,187773 485512,187773 485440,187711 485440,187711 485512))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187669.0 485521.5,187725.5 485521.5,187725.5 485459.5,187669.0 485459.5,187669.0 485521.5))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187644.5 485627.0,187734 485627,187734.0 485564.5,187644.5 485564.5,187644.5 485627.0))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187666 485659,187766 485659,187766 485586,187666 485586,187666 485659))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((175272.0 476275.5,175354.5 476275.5,175354.5 476224.0,175272 476224,175272.0 476275.5))",100,celtic_field,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((175336 476272,175408.5 476272.0,175408.5 476224.0,175336 476224,175336 476272))",100,celtic_field,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((175390.5 476259.5,175461.0 476259.5,175461.0 476203.5,175390.5 476203.5,175390.5 476259.5))",100,celtic_field,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((175378.0 476279.5,175446.0 476279.5,175446.0 476236.5,175378.0 476236.5,175378.0 476279.5))",100,celtic_field,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((173918 474902,173999 474902,173999 474840,173918 474840,173918 474902))",100,celtic_field,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173950.5 474928.0,174031.5 474928.0,174031.5 474853.5,173950.5 474853.5,173950.5 474928.0))",100,celtic_field,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173988.5 474950.5,174071.0 474950.5,174071.0 474872.5,173988.5 474872.5,173988.5 474950.5))",100,celtic_field,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173918 474934,173967.5 474934.0,173967.5 474858.5,173918.0 474858.5,173918 474934))",100,celtic_field,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((174007.0 474913.5,174093.5 474913.5,174093.5 474847.0,174007 474847,174007.0 474913.5))",100,celtic_field,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173971.5 474979.0,174052.5 474979.0,174052.5 474923.0,173971.5 474923.0,173971.5 474979.0))",100,celtic_field,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173927.5 475001.5,173988.0 475001.5,173988 474941,173927.5 474941.0,173927.5 475001.5))",100,celtic_field,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((189709.0 470410.5,189775.0 470410.5,189775.0 470345.5,189709.0 470345.5,189709.0 470410.5))",100,celtic_field,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((189735.0 470429.5,189786.5 470429.5,189786.5 470361.0,189735 470361,189735.0 470429.5))",100,celtic_field,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((189719.5 470455.5,189773.0 470455.5,189773.0 470398.5,189719.5 470398.5,189719.5 470455.5))",100,celtic_field,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((183312 475626,183362.5 475626.0,183362.5 475570.5,183312.0 475570.5,183312 475626))",100,celtic_field,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((183302 475526,183362.5 475526.0,183362.5 475471.0,183302 475471,183302 475526))",100,celtic_field,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((188143.0 479129.5,188234.0 479129.5,188234 479080,188143 479080,188143.0 479129.5))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188099.5 479129.5,188158.5 479129.5,188158.5 479061.0,188099.5 479061.0,188099.5 479129.5))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188063.0 479129.5,188116.5 479129.5,188116.5 479061.0,188063 479061,188063.0 479129.5))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188140.5 479113.0,188230.5 479113.0,188230.5 479055.0,188140.5 479055.0,188140.5 479113.0))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188128 479087,188229 479087,188229 479015,188128 479015,188128 479087))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188063.5 479037.5,188114.0 479037.5,188114.0 478946.5,188063.5 478946.5,188063.5 479037.5))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188063.5 478979.0,188109 478979,188109 478892,188063.5 478892.0,188063.5 478979.0))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188063.0 478923.5,188091.0 478923.5,188091 478855,188063 478855,188063.0 478923.5))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188070.0 478915.5,188155.5 478915.5,188155.5 478848.5,188070.0 478848.5,188070.0 478915.5))",100,celtic_field,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((191742.5 478844.5,191804.0 478844.5,191804 478797,191742.5 478797.0,191742.5 478844.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191691.0 478844.5,191755.5 478844.5,191755.5 478797.5,191691.0 478797.5,191691.0 478844.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191848 478837,191909.5 478837.0,191909.5 478771.5,191848.0 478771.5,191848 478837))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191867.5 478809.5,191934.0 478809.5,191934.0 478750.5,191867.5 478750.5,191867.5 478809.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191856 478788,191920 478788,191920 478733,191856 478733,191856 478788))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191883.5 478843.0,191937.5 478843.0,191937.5 478790.5,191883.5 478790.5,191883.5 478843.0))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191788.5 478750.0,191850 478750,191850 478691,191788.5 478691.0,191788.5 478750.0))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191824.5 478732.0,191882.5 478732.0,191882.5 478685.0,191824.5 478685.0,191824.5 478732.0))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191858.5 478724.0,191912 478724,191912.0 478676.5,191858.5 478676.5,191858.5 478724.0))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191887.0 478717.5,191934.0 478717.5,191934 478674,191887 478674,191887.0 478717.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191851.0 478697.5,191902.0 478697.5,191902.0 478635.5,191851.0 478635.5,191851.0 478697.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191875.0 478692.5,191933.0 478692.5,191933 478627,191875 478627,191875.0 478692.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191847 478655,191909 478655,191909 478605,191847 478605,191847 478655))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191883.5 478645.5,191937.0 478645.5,191937.0 478596.5,191883.5 478596.5,191883.5 478645.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191876.5 478622.0,191937.5 478622.0,191937.5 478567.0,191876.5 478567.0,191876.5 478622.0))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191872 478599,191936.5 478599.0,191936.5 478553.5,191872.0 478553.5,191872 478599))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191872.5 478583.0,191937.5 478583.0,191937.5 478545.5,191872.5 478545.5,191872.5 478583.0))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191743.5 478613.0,191799 478613,191799 478563,191743.5 478563.0,191743.5 478613.0))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191767.5 478624.0,191822 478624,191822.0 478569.5,191767.5 478569.5,191767.5 478624.0))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191758.0 478591.5,191837.5 478591.5,191837.5 478545.0,191758 478545,191758.0 478591.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191780.5 478662.5,191839.5 478662.5,191839.5 478611.0,191780.5 478611.0,191780.5 478662.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191780 478690,191836 478690,191836 478642,191780 478642,191780 478690))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191787.0 478718.5,191836.0 478718.5,191836 478662,191787 478662,191787.0 478718.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191752.5 478727.5,191804.5 478727.5,191804.5 478672.0,191752.5 478672.0,191752.5 478727.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191758.5 478765.5,191816.0 478765.5,191816 478704,191758.5 478704.0,191758.5 478765.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191731.5 478580.5,191778.5 478580.5,191778.5 478545.0,191731.5 478545.0,191731.5 478580.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191695.5 478569.5,191748.0 478569.5,191748 478545,191695.5 478545.0,191695.5 478569.5))",100,celtic_field,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((178063.5 447276.5,178118.5 447276.5,178118.5 447222.5,178063.5 447222.5,178063.5 447276.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178089.5 447262.5,178146.5 447262.5,178146.5 447204.5,178089.5 447204.5,178089.5 447262.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178076 447235,178135.5 447235.0,178135.5 447176.5,178076.0 447176.5,178076 447235))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178066.0 447204.5,178117.5 447204.5,178117.5 447148.0,178066 447148,178066.0 447204.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178083.5 447152.0,178136 447152,178136 447106,178083.5 447106.0,178083.5 447152.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178068.5 447131.0,178130 447131,178130 447076,178068.5 447076.0,178068.5 447131.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178124.0 447162.5,178185.0 447162.5,178185.0 447105.5,178124.0 447105.5,178124.0 447162.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178125.0 447208.5,178166.5 447208.5,178166.5 447162.5,178125.0 447162.5,178125.0 447208.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178141 447242,178211.5 447242.0,178211.5 447171.5,178141.0 447171.5,178141 447242))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178170 447186,178230 447186,178230.0 447121.5,178170.0 447121.5,178170 447186))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178187.5 447214.0,178249 447214,178249.0 447153.5,178187.5 447153.5,178187.5 447214.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178217.0 447196.5,178288.0 447196.5,178288 447131,178217 447131,178217.0 447196.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178203 447158,178262 447158,178262 447106,178203 447106,178203 447158))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178156.5 447284.5,178231.5 447284.5,178231.5 447214.0,178156.5 447214.0,178156.5 447284.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178197 447268,178273 447268,178273.0 447182.5,178197.0 447182.5,178197 447268))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178214.5 447295.0,178285 447295,178285.0 447233.5,178214.5 447233.5,178214.5 447295.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178256.5 447268.5,178318.5 447268.5,178318.5 447198.0,178256.5 447198.0,178256.5 447268.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178278.0 447288.5,178343.5 447288.5,178343.5 447228.0,178278 447228,178278.0 447288.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178289 447222,178352.5 447222.0,178352.5 447153.5,178289.0 447153.5,178289 447222))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178019 447291,178077 447291,178077 447233,178019 447233,178019 447291))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177992.5 447302.0,178046 447302,178046.0 447252.5,177992.5 447252.5,177992.5 447302.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177957.0 447308.5,178015.0 447308.5,178015.0 447261.5,177957.0 447261.5,177957.0 447308.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177927.0 447309.5,177979.0 447309.5,177979.0 447267.5,177927.0 447267.5,177927.0 447309.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177893.5 447309.5,177945.5 447309.5,177945.5 447275.0,177893.5 447275.0,177893.5 447309.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177943 447290,177998 447290,177998 447222,177943 447222,177943 447290))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177969.0 447284.5,178030.0 447284.5,178030.0 447198.5,177969.0 447198.5,177969.0 447284.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177995.0 447271.5,178070.0 447271.5,178070.0 447183.5,177995.0 447183.5,177995.0 447271.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178032.5 447257.0,178077.5 447257.0,178077.5 447168.0,178032.5 447168.0,178032.5 447257.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178019.0 447203.5,178074.0 447203.5,178074 447139,178019 447139,178019.0 447203.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177983 447218,178045 447218,178045 447152,177983 447152,177983 447218))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177949.5 447225.5,178010.0 447225.5,178010 447153,177949.5 447153.0,177949.5 447225.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177928.0 447242.5,177979.0 447242.5,177979 447183,177928 447183,177928.0 447242.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177884.0 447300.5,177941.0 447300.5,177941.0 447240.5,177884.0 447240.5,177884.0 447300.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177862.5 447270.0,177943 447270,177943.0 447204.5,177862.5 447204.5,177862.5 447270.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177841.5 447229.5,177899.5 447229.5,177899.5 447169.0,177841.5 447169.0,177841.5 447229.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177911.5 447189.5,177996.5 447189.5,177996.5 447118.0,177911.5 447118.0,177911.5 447189.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177970 447182,178033.5 447182.0,178033.5 447111.0,177970 447111,177970 447182))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178006.5 447174.0,178065 447174,178065.0 447105.5,178006.5 447105.5,178006.5 447174.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178013.5 447127.0,178075.5 447127.0,178075.5 447055.5,178013.5 447055.5,178013.5 447127.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177964.0 447141.5,178038.0 447141.5,178038 447069,177964 447069,177964.0 447141.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177903.5 447160.0,177986 447160,177986.0 447087.5,177903.5 447087.5,177903.5 447160.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178000.0 447087.5,178066.0 447087.5,178066.0 447016.5,178000.0 447016.5,178000.0 447087.5))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177953.5 447102.0,178023 447102,178023 447039,177953.5 447039.0,177953.5 447102.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177966.5 447049.0,178039 447049,178039 447010,177966.5 447010.0,177966.5 447049.0))",100,celtic_field,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((185539.0 481977.5,185582.5 481977.5,185582.5 481945.0,185539 481945,185539.0 481977.5))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((185509.5 481992.5,185561.5 481992.5,185561.5 481945.0,185509.5 481945.0,185509.5 481992.5))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((185535 482021,185597.5 482021.0,185597.5 481950.5,185535.0 481950.5,185535 482021))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((185509.5 482031.5,185559.5 482031.5,185559.5 481974.0,185509.5 481974.0,185509.5 482031.5))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((185498 482007,185537 482007,185537 481946,185498 481946,185498 482007))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((185498.0 482044.5,185532.0 482044.5,185532 481984,185498 481984,185498.0 482044.5))",100,celtic_field,LiDAR files/27cn2/27cn2_SLRM_clip.tif
