WKT,confidence,detection_,TIF IMAGE
"POLYGON ((186182.5 473210.0,186202.5 473210.0,186202.5 473188.0,186182.5 473188.0,186182.5 473210.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((175173.5 479857.5,175192.0 479857.5,175192.0 479841.5,175173.5 479841.5,175173.5 479857.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((172222.5 480242.0,172241.5 480242.0,172241.5 480222.5,172222.5 480222.5,172222.5 480242.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172208.0 480174.5,172216.0 480174.5,172216 480162,172208 480162,172208.0 480174.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172227.0 480269.5,172245.5 480269.5,172245.5 480260.5,172227.0 480260.5,172227.0 480269.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((183881 479173,183902 479173,183902 479153,183881 479153,183881 479173))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((183737.5 479149.0,183758.5 479149.0,183758.5 479127.5,183737.5 479127.5,183737.5 479149.0))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((183728.0 479125.5,183753.0 479125.5,183753 479115,183728 479115,183728.0 479125.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((191233 475682,191250 475682,191250 475668,191233 475668,191233 475682))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191267.5 475678.0,191280 475678,191280 475663,191267.5 475663.0,191267.5 475678.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((177184 473570,177203.5 473570.0,177203.5 473549.5,177184.0 473549.5,177184 473570))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((176946 473525,176964 473525,176964 473509,176946 473509,176946 473525))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((175517.5 476646.5,175538.0 476646.5,175538.0 476626.5,175517.5 476626.5,175517.5 476646.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((175559 476594,175575.5 476594.0,175575.5 476577.0,175559 476577,175559 476594))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((179081 476480,179099 476480,179099.0 476464.5,179081.0 476464.5,179081 476480))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((174950 473592,174969 473592,174969 473574,174950 473574,174950 473592))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((172559.0 480239.5,172576.5 480239.5,172576.5 480220.5,172559.0 480220.5,172559.0 480239.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172579.0 480269.5,172602.5 480269.5,172602.5 480261.0,172579 480261,172579.0 480269.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172705.5 480247.0,172720.5 480247.0,172720.5 480231.5,172705.5 480231.5,172705.5 480247.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((172658.0 480195.5,172671.0 480195.5,172671.0 480182.5,172658.0 480182.5,172658.0 480195.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((192021.5 479565.0,192038 479565,192038 479547,192021.5 479547.0,192021.5 479565.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((189314.5 482200.0,189332.5 482200.0,189332.5 482178.5,189314.5 482178.5,189314.5 482200.0))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((185368.0 482143.5,185382.5 482143.5,185382.5 482127.5,185368.0 482127.5,185368.0 482143.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((183891 445456,183910 445456,183910.0 445435.5,183891.0 445435.5,183891 445456))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((186422.0 481883.5,186450.5 481883.5,186450.5 481860.0,186422 481860,186422.0 481883.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((186923 468872,186939.5 468872.0,186939.5 468852.0,186923 468852,186923 468872))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((186495 479206,186511 479206,186511.0 479191.5,186495.0 479191.5,186495 479206))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((186528.5 479167.0,186542 479167,186542 479153,186528.5 479153.0,186528.5 479167.0))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((191096.5 478852.0,191124 478852,191124 478830,191096.5 478830.0,191096.5 478852.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191214.0 479029.5,191237.0 479029.5,191237.0 479007.5,191214.0 479007.5,191214.0 479029.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((191221.5 479107.5,191243.5 479107.5,191243.5 479086.0,191221.5 479086.0,191221.5 479107.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((185889.5 469833.0,185914 469833,185914.0 469808.5,185889.5 469808.5,185889.5 469833.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((175627.5 470346.5,175644.5 470346.5,175644.5 470327.0,175627.5 470327.0,175627.5 470346.5))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((175558.5 470599.5,175579.0 470599.5,175579.0 470585.5,175558.5 470585.5,175558.5 470599.5))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((192225.5 478651.5,192245.0 478651.5,192245 478635,192225.5 478635.0,192225.5 478651.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192221.5 478635.0,192242.5 478635.0,192242.5 478620.0,192221.5 478620.0,192221.5 478635.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192247.5 478630.0,192271.5 478630.0,192271.5 478609.5,192247.5 478609.5,192247.5 478630.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192272 478627,192289.5 478627.0,192289.5 478608.0,192272 478608,192272 478627))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192286.5 478611.0,192304.5 478611.0,192304.5 478594.0,192286.5 478594.0,192286.5 478611.0))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192305 478592,192319.5 478592.0,192319.5 478575.5,192305.0 478575.5,192305 478592))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192292.5 478574.5,192310.5 478574.5,192310.5 478555.0,192292.5 478555.0,192292.5 478574.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((192311.0 478578.5,192332.5 478578.5,192332.5 478556.0,192311 478556,192311.0 478578.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((184971.5 475424.0,184992 475424,184992 475410,184971.5 475410.0,184971.5 475424.0))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((186324 475376,186350 475376,186350 475348,186324 475348,186324 475376))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188639 479596,188656.5 479596.0,188656.5 479579.0,188639 479579,188639 479596))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188658.5 479563.0,188677.5 479563.0,188677.5 479544.5,188658.5 479544.5,188658.5 479563.0))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188655.0 479548.5,188675.0 479548.5,188675 479529,188655 479529,188655.0 479548.5))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188677 479479,188693.5 479479.0,188693.5 479464.0,188677 479464,188677 479479))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((188727.5 479434.0,188747 479434,188747 479416,188727.5 479416.0,188727.5 479434.0))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((185160 473887,185178.5 473887.0,185178.5 473868.0,185160 473868,185160 473887))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((184382.5 479799.5,184404.5 479799.5,184404.5 479778.5,184382.5 479778.5,184382.5 479799.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((170644 479572,170660.5 479572.0,170660.5 479555.0,170644 479555,170644 479572))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((174054.0 479151.5,174075.0 479151.5,174075.0 479126.5,174054.0 479126.5,174054.0 479151.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((175710.5 473006.0,175742 473006,175742.0 472975.5,175710.5 472975.5,175710.5 473006.0))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((175677 472882,175701 472882,175701 472865,175677 472865,175677 472882))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((175114.0 470021.5,175132.0 470021.5,175132.0 470005.5,175114.0 470005.5,175114.0 470021.5))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((174184 475025,174204 475025,174204 475005,174184 475005,174184 475025))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((174204.5 475027.5,174217.5 475027.5,174217.5 475003.0,174204.5 475003.0,174204.5 475027.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((199303 451845,199322.5 451845.0,199322.5 451826.0,199303 451826,199303 451845))",100,barrow,LiDAR files/33dz2/33dz2_SLRM_clip.tif
"POLYGON ((184997.5 470865.5,185015.5 470865.5,185015.5 470846.5,184997.5 470846.5,184997.5 470865.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((184979.0 470861.5,184997.0 470861.5,184997.0 470840.5,184979.0 470840.5,184979.0 470861.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((184963.5 470870.0,184982 470870,184982 470855,184963.5 470855.0,184963.5 470870.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((182905.0 448150.5,182921.0 448150.5,182921.0 448135.5,182905.0 448135.5,182905.0 448150.5))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((189733.0 470314.5,189749.5 470314.5,189749.5 470300.5,189733.0 470300.5,189733.0 470314.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((174611.0 475110.5,174632.0 475110.5,174632 475087,174611 475087,174611.0 475110.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((197761.5 452055.0,197780 452055,197780.0 452036.5,197761.5 452036.5,197761.5 452055.0))",100,barrow,LiDAR files/33dz2/33dz2_SLRM_clip.tif
"POLYGON ((173124.0 478665.5,173136.5 478665.5,173136.5 478650.0,173124 478650,173124.0 478665.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((173341.0 478583.5,173356.5 478583.5,173356.5 478566.0,173341 478566,173341.0 478583.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((175038.5 473077.5,175055.0 473077.5,175055.0 473059.5,175038.5 473059.5,175038.5 473077.5))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((171370.5 473265.0,171387.5 473265.0,171387.5 473248.5,171370.5 473248.5,171370.5 473265.0))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((171402 473243,171416 473243,171416.0 473229.5,171402.0 473229.5,171402 473243))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((171415 473230,171433.5 473230.0,171433.5 473213.0,171415 473213,171415 473230))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((171405.0 473298.5,171424.5 473298.5,171424.5 473277.5,171405.0 473277.5,171405.0 473298.5))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((171426.0 473287.5,171444.0 473287.5,171444 473268,171426 473268,171426.0 473287.5))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((177094.5 446049.5,177111.5 446049.5,177111.5 446037.0,177094.5 446037.0,177094.5 446049.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((175037 473078,175056 473078,175056 473059,175037 473059,175037 473078))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((178307.0 475883.5,178327.0 475883.5,178327 475864,178307 475864,178307.0 475883.5))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((189508.5 475303.5,189546.0 475303.5,189546 475258,189508.5 475258.0,189508.5 475303.5))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((178653 443821,178665 443821,178665 443803,178653 443803,178653 443821))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178645.0 443850.5,178659.5 443850.5,178659.5 443834.0,178645 443834,178645.0 443850.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((190692.5 478922.5,190709.0 478922.5,190709 478904,190692.5 478904.0,190692.5 478922.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((188135 478900,188156 478900,188156 478881,188135 478881,188135 478900))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((186441.0 469852.5,186468.0 469852.5,186468.0 469827.5,186441.0 469827.5,186441.0 469852.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((184262.0 445596.5,184282.5 445596.5,184282.5 445577.5,184262.0 445577.5,184262.0 445596.5))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((196907.0 454634.5,196923.0 454634.5,196923 454618,196907 454618,196907.0 454634.5))",100,barrow,LiDAR files/33dz2/33dz2_SLRM_clip.tif
"POLYGON ((187751.5 486453.0,187774.5 486453.0,187774.5 486432.0,187751.5 486432.0,187751.5 486453.0))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((181734.0 479557.5,181755.0 479557.5,181755.0 479532.5,181734.0 479532.5,181734.0 479557.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((172203.0 480174.5,172218.0 480174.5,172218 480161,172203 480161,172203.0 480174.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170127.5 470841.0,170144.5 470841.0,170144.5 470824.5,170127.5 470824.5,170127.5 470841.0))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((189950.0 483088.5,189970.5 483088.5,189970.5 483071.0,189950 483071,189950.0 483088.5))",100,barrow,LiDAR files/27dn1/27dn1_SLRM_clip.tif
"POLYGON ((191177.0 476564.5,191198.5 476564.5,191198.5 476553.0,191177 476553,191177.0 476564.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((186399 483324,186417 483324,186417 483307,186399 483307,186399 483324))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((186354.5 483178.5,186380.0 483178.5,186380.0 483152.5,186354.5 483152.5,186354.5 483178.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((186108.5 483128.5,186131.0 483128.5,186131 483107,186108.5 483107.0,186108.5 483128.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((186355.5 483177.0,186367.5 483177.0,186367.5 483154.0,186355.5 483154.0,186355.5 483177.0))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((191568.5 476416.5,191588.0 476416.5,191588 476400,191568.5 476400.0,191568.5 476416.5))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((187836.5 482885.5,187864.5 482885.5,187864.5 482858.5,187836.5 482858.5,187836.5 482885.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((173552.5 479980.5,173568.5 479980.5,173568.5 479959.0,173552.5 479959.0,173552.5 479980.5))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((179711 447280,179724 447280,179724.0 447264.5,179711.0 447264.5,179711 447280))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((182115.5 479553.5,182134.0 479553.5,182134.0 479536.5,182115.5 479536.5,182115.5 479553.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((182108.0 479581.5,182126.5 479581.5,182126.5 479563.5,182108.0 479563.5,182108.0 479581.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((187420 486467,187437.5 486467.0,187437.5 486451.5,187420.0 486451.5,187420 486467))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((173688 473470,173707 473470,173707 473456,173688 473456,173688 473470))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((183938 445464,183955 445464,183955.0 445448.5,183938.0 445448.5,183938 445464))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((185627.5 482138.5,185647.5 482138.5,185647.5 482118.5,185627.5 482118.5,185627.5 482138.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((185650.0 482184.5,185667.0 482184.5,185667 482168,185650 482168,185650.0 482184.5))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((187257 469531,187278.5 469531.0,187278.5 469510.0,187257 469510,187257 469531))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((171872 477073,171892.5 477073.0,171892.5 477054.0,171872 477054,171872 477073))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170080.5 477034.0,170101 477034,170101 477014,170080.5 477014.0,170080.5 477034.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170155.5 477037.0,170174 477037,170174.0 477017.5,170155.5 477017.5,170155.5 477037.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((170180.5 477021.0,170201.5 477021.0,170201.5 476999.0,170180.5 476999.0,170180.5 477021.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((186462.5 482571.0,186486.5 482571.0,186486.5 482548.5,186462.5 482548.5,186462.5 482571.0))",100,barrow,LiDAR files/27cn2/27cn2_SLRM_clip.tif
"POLYGON ((177189.5 446601.5,177209.0 446601.5,177209 446581,177189.5 446581.0,177189.5 446601.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((177203 446733,177219 446733,177219.0 446715.5,177203.0 446715.5,177203 446733))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((185872.0 475296.5,185889.5 475296.5,185889.5 475279.0,185872 475279,185872.0 475296.5))",100,barrow,LiDAR files/27cz2/27cz2_SLRM_clip.tif
"POLYGON ((175036.5 472502.0,175055.5 472502.0,175055.5 472484.0,175036.5 472484.0,175036.5 472502.0))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((178733.5 446513.5,178754.0 446513.5,178754 446492,178733.5 446492.0,178733.5 446513.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178752.0 446524.5,178778.0 446524.5,178778 446502,178752 446502,178752.0 446524.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((178805.5 446627.5,178829.5 446627.5,178829.5 446602.0,178805.5 446602.0,178805.5 446627.5))",100,barrow,LiDAR files/39fn2/39fn2_SLRM_clip.tif
"POLYGON ((179613.5 475896.0,179633 475896,179633 475878,179613.5 475878.0,179613.5 475896.0))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((179636.5 475892.0,179656.5 475892.0,179656.5 475873.0,179636.5 475873.0,179636.5 475892.0))",100,barrow,LiDAR files/26hz2/26hz2_SLRM_clip.tif
"POLYGON ((182865.5 444573.5,182880.5 444573.5,182880.5 444559.5,182865.5 444559.5,182865.5 444573.5))",100,barrow,LiDAR files/40an1/40an1_SLRM_clip.tif
"POLYGON ((171334 473299,171359 473299,171359.0 473278.5,171334.0 473278.5,171334 473299))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((171310.5 473304.5,171329.0 473304.5,171329 473289,171310.5 473289.0,171310.5 473304.5))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((171071 473216,171084 473216,171084.0 473203.5,171071.0 473203.5,171071 473216))",100,barrow,LiDAR files/32fn1/32fn1_SLRM_clip.tif
"POLYGON ((184586.0 479715.5,184606.5 479715.5,184606.5 479696.5,184586.0 479696.5,184586.0 479715.5))",100,barrow,LiDAR files/27cz1/27cz1_SLRM_clip.tif
"POLYGON ((194933 451717,194948 451717,194948.0 451700.5,194933.0 451700.5,194933 451717))",100,barrow,LiDAR files/33dz2/33dz2_SLRM_clip.tif
"POLYGON ((179924 469726,179942 469726,179942.0 469709.5,179924.0 469709.5,179924 469726))",100,barrow,LiDAR files/32fn2/32fn2_SLRM_clip.tif
"POLYGON ((174936.5 474985.0,174952 474985,174952 474971,174936.5 474971.0,174936.5 474985.0))",100,barrow,LiDAR files/26hz1/26hz1_SLRM_clip.tif
"POLYGON ((192159 477042,192178.5 477042.0,192178.5 477023.5,192159.0 477023.5,192159 477042))",100,barrow,LiDAR files/27dz1/27dz1_SLRM_clip.tif
"POLYGON ((188762.5 470337.5,188787.0 470337.5,188787.0 470312.5,188762.5 470312.5,188762.5 470337.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188786 470369,188800 470369,188800 470355,188786 470355,188786 470369))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188737 470395,188752.5 470395.0,188752.5 470380.5,188737.0 470380.5,188737 470395))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188913.5 470421.5,188930.5 470421.5,188930.5 470406.0,188913.5 470406.0,188913.5 470421.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188874 470418,188881 470418,188881 470411,188874 470411,188874 470418))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188880.0 470430.5,188889.5 470430.5,188889.5 470422.5,188880.0 470422.5,188880.0 470430.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188879.5 470423.5,188887.5 470423.5,188887.5 470414.5,188879.5 470414.5,188879.5 470423.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188888.5 470442.0,188900 470442,188900 470433,188888.5 470433.0,188888.5 470442.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188900.5 470451.5,188911.0 470451.5,188911.0 470442.5,188900.5 470442.5,188900.5 470451.5))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188888.5 470472.0,188898 470472,188898 470463,188888.5 470463.0,188888.5 470472.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188898.5 470480.0,188904.5 470480.0,188904.5 470471.0,188898.5 470471.0,188898.5 470480.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
"POLYGON ((188925.5 470476.0,188932.5 470476.0,188932.5 470468.0,188925.5 470468.0,188925.5 470476.0))",100,barrow,LiDAR files/33an2/33an2_SLRM_clip.tif
